apollo_location_code,stcotr
18801,1025957700
18802,1025957601
18803,1025958002
18804,1025958001
18805,1025957902
18806,1025957800
18807,1025957901
18808,1025957500
18809,1025957602
18810,1017954200
18811,1115040402
18812,1115040401
18813,1115040205
18814,1115040204
18815,1115040106
18816,1115040105
18817,1101001900
18818,1101002700
18819,1081042003
18820,1115040104
18821,1109189300
18822,1109189000
18823,1109189100
18824,1109188600
18825,1109189200
18826,1109188900
18827,1109188700
18828,1109188800
18829,6083002209
18830,1081041400
18831,1011952500
18832,1011952100
18833,1011952200
18834,1085781100
18835,1081042006
18836,1063060000
18837,1063060200
18838,1101005610
18839,1101005612
18840,1081042005
18841,1081040300
18842,1081042004
18843,1101005607
18844,1081040901
18845,4013111401
18846,1081040602
18847,6037576402
18848,1101005609
18849,1101005407
18850,4013115900
18851,1081041300
18852,1081040800
18853,1081040700
18854,1113030600
18855,1081040200
18856,1081041700
18857,1081041200
18858,1081041100
18859,1081040902
18860,1101005605
18861,1101005410
18862,1101005611
18863,6037133100
18864,1101005606
18865,1101005409
18866,4013111402
18867,1081042002
18868,1081040400
18869,1101001700
18870,1101001600
18871,1101001800
18872,1101005301
18873,1101002500
18874,1031011201
18875,1031010100
18876,1133965503
18877,1133965501
18878,1133965502
18879,1133965900
18880,1133965800
18881,1101000500
18882,1101000400
18883,1101003302
18884,1101002400
18885,1101002900
18886,1009050700
18887,1009050200
18888,1009050300
18889,1009050400
18890,1009050500
18891,1133965700
18892,1133965600
18893,1113030401
18894,4013816700
18895,1113030402
18896,1113030700
18897,1113030300
18898,1113030200
18899,1101002300
18900,1101002000
18901,1101003100
18902,1101002201
18903,1101006100
18904,4013111501
18905,4013107400
18906,1101002600
18907,1099075800
18908,1099076000
18909,1099075900
18910,1099076100
18911,1099075600
18912,1113030901
18913,1113030800
18914,1113030500
18915,1113031100
18916,1113031000
18917,1113031200
18918,1101005302
18919,1101005101
18920,4019003503
18921,1101005402
18922,4013103303
18923,1101005902
18924,1101005406
18925,1101000200
18926,1101001200
18927,4013104502
18928,1101000100
18929,1101001100
18930,1101002202
18931,1101003000
18932,1101001000
18933,1101000900
18934,2230000100
18935,6037134101
18936,1101005603
18937,2105000200
18938,1101000300
18939,1101005901
18940,2198940100
18941,2198000100
18942,2198000300
18943,2198000200
18944,2220000100
18945,6037573202
18946,1101003200
18947,1101006000
18948,1101005800
18949,1101005604
18950,1101005700
18951,1065040100
18952,1065040300
18953,1065040400
18954,1065040200
18955,1065040500
18956,1065040000
18957,1075030000
18958,1075030100
18959,1075030200
18960,1031010700
18961,1031011100
18962,6037232500
18963,1031011300
18964,2020001200
18965,6037232800
18966,1031011000
18967,1043964800
18968,1043965600
18969,1043965700
18970,1043965500
18971,1043964100
18972,2013000100
18973,1031010900
18974,1023956900
18975,1023956800
18976,1053970200
18977,4013421901
18978,1053970700
18979,1053970500
18980,1043965402
18981,1043965401
18982,1043965200
18983,1043964400
18984,1043964300
18985,1043964200
18986,1043964600
18987,1043964500
18988,1111000300
18989,1111000500
18990,1111000600
18991,1111000400
18992,1111000200
18993,1111000100
18994,1057020300
18995,1057020100
18996,1057020000
18997,1057020400
18998,1057020200
18999,1043965300
19000,1043965100
19001,6037232700
19002,1043965000
19003,1043964900
19004,4013422203
19005,2016000200
19006,2070000100
19007,2185000300
19008,2185000100
19009,2185000200
19010,2164000100
19011,4013116100
19012,2150000400
19013,2150000300
19014,2150000500
19015,2188000200
19016,2188000100
19017,2130000100
19018,2020001300
19019,2130000200
19020,2130000300
19021,4013113100
19022,2090000600
19023,2090001800
19024,2020002602
19025,2090000700
19026,2090001400
19027,2090001500
19028,2090001600
19029,2090001700
19030,2090001900
19031,2020001400
19032,2090000800
19033,2090000100
19034,4013111700
19035,2090000200
19036,2090000300
19037,2090000400
19038,2170000800
19039,2090000500
19040,2110000400
19041,2110000100
19042,2110000600
19043,2122000800
19044,2122000700
19045,2020002000
19046,2110000200
19047,2110000300
19048,2220000200
19049,2290000100
19050,2170000200
19051,2170001300
19052,2170000300
19053,2170001100
19054,2100000100
19055,4013105503
19056,2170000900
19057,2170000401
19058,2020000703
19059,2170001201
19060,2170001001
19061,2170000706
19062,6037220000
19063,2170001202
19064,4013810900
19065,2170001004
19066,2170001003
19067,2170000701
19068,2020000802
19069,4013618500
19070,2170000705
19071,2261000200
19072,2261000300
19073,2122000100
19074,2122000200
19075,2122000500
19076,2020001000
19077,4013109001
19078,2122001200
19079,2122000400
19080,2122001000
19081,2020000201
19082,2122000600
19083,2122000300
19084,2122001100
19085,2122001300
19086,2122000900
19087,2060000100
19088,2068000100
19089,2050000100
19090,2050000200
19091,2050000300
19092,2020000101
19093,2020000102
19094,4013105501
19095,2020000202
19096,2020000702
19097,2020000203
19098,2020000300
19099,4013082010
19100,2020000400
19101,2020000500
19102,2020001100
19103,4013082012
19104,2020000600
19105,2020000701
19106,4013618300
19107,2020000901
19108,2020000902
19109,4013618200
19110,2020001500
19111,2020001601
19112,2020002603
19113,2020001602
19114,2020001701
19115,2020001702
19116,2020001731
19117,2020001732
19118,2020001801
19119,4013092708
19120,2020001802
19121,2020001900
19122,4013815000
19123,2020002100
19124,2020002201
19125,4013319201
19126,2020002202
19127,2020002302
19128,4019004627
19129,2020002301
19130,2020002303
19131,2020002400
19132,2020002501
19133,4013319104
19134,4013618100
19135,2020002502
19136,2020002601
19137,4013319103
19138,2020002702
19139,4019004620
19140,4013217502
19141,2020002711
19142,4019002202
19143,2020002712
19144,2020002811
19145,4013217204
19146,2020002812
19147,4019004618
19148,4019004328
19149,2020002813
19150,2020002821
19151,2020002822
19152,2020002823
19153,2020002900
19154,6075042800
19155,4019004719
19156,4019004331
19157,4019004715
19158,4013217203
19159,4019004055
19160,4019004623
19161,6083002924
19162,4019004329
19163,4019002503
19164,4019002501
19165,4013216836
19166,4019004430
19167,4019004057
19168,4019004044
19169,4019004508
19170,4019004043
19171,4019004619
19172,4019003504
19173,4019004415
19174,4019941000
19175,4019002904
19176,4019002903
19177,4019004321
19178,4019004413
19179,4019004426
19180,6037208401
19181,4019003200
19182,4019004050
19183,6037575902
19184,4019004714
19185,4013092709
19186,4019004407
19187,4019004056
19188,4019004513
19189,4019004022
19190,4019000900
19191,4019004048
19192,4013092710
19193,4019004710
19194,4019001200
19195,4019004115
19196,4019004037
19197,4019004504
19198,4019004638
19199,4013319703
19200,4019004049
19201,4019004035
19202,4019004029
19203,6075042700
19204,4019003502
19205,4019002702
19206,4019002801
19207,4019003101
19208,4019410503
19209,4019002604
19210,4019004641
19211,4019004646
19212,4019004645
19213,4019004644
19214,4013104402
19215,4019004431
19216,4019004423
19217,4019004116
19218,4013104401
19219,4019004332
19220,4019004327
19221,4021000312
19222,4019004114
19223,4019004054
19224,4019003400
19225,4013109601
19226,4019004051
19227,6037571703
19228,4019004065
19229,4019004064
19230,4019004063
19231,4019004624
19232,4019004062
19233,4019004510
19234,4019004421
19235,4019004074
19236,4019004634
19237,4019004425
19238,4019004324
19239,6037216100
19240,4019004073
19241,4019004071
19242,4019410502
19243,4013115400
19244,4019410501
19245,4013116609
19246,4019004429
19247,4019001600
19248,4019003501
19249,4019002803
19250,4019003304
19251,4019004323
19252,4019002201
19253,6037600602
19254,4019004330
19255,4019003004
19256,4013116608
19257,4019004326
19258,4019004072
19259,4019470500
19260,4019004726
19261,4019002802
19262,4019003102
19263,4019002400
19264,4013116607
19265,6037576901
19266,4019000500
19267,4019004725
19268,4013618000
19269,4019004642
19270,4013116606
19271,4019004511
19272,4019004334
19273,4019004333
19274,4019004122
19275,4019004625
19276,4019000800
19277,4019002300
19278,4019004639
19279,4013811800
19280,4019004025
19281,4019000100
19282,4019004317
19283,4019004030
19284,6099002604
19285,4019004721
19286,4019004404
19287,4019004712
19288,4019004647
19289,4019004724
19290,4019004061
19291,4019940900
19292,4019001700
19293,4019940600
19294,4019004411
19295,4019002901
19296,4019001400
19297,4019000400
19298,4017964800
19299,4013811700
19300,4017965200
19301,4017965300
19302,4017964900
19303,4017962500
19304,4017964201
19305,4017940015
19306,4017940014
19307,4017963800
19308,4017964202
19309,4017963300
19310,4017942500
19311,4017942400
19312,4017963700
19313,4019004068
19314,4017940301
19315,4017961700
19316,4017961300
19317,4019004067
19318,4013109602
19319,4019004117
19320,4019004070
19321,4019004069
19322,4019004310
19323,4019004046
19324,4013811600
19325,4019004512
19326,4019004716
19327,4019004717
19328,4019003705
19329,4019004505
19330,4019004636
19331,4019004010
19332,4019004320
19333,4019003303
19334,6037237401
19335,4019004412
19336,4019003003
19337,4019004311
19338,4019004032
19339,4017960600
19340,4017960200
19341,4017960100
19342,4017942300
19343,4017940100
19344,4019003706
19345,4013811500
19346,4019002905
19347,4019002703
19348,4019002603
19349,4019001802
19350,4019000600
19351,4019000700
19352,4019001000
19353,4019000300
19354,4019001100
19355,4019001500
19356,4019004053
19357,4019004610
19358,4019004427
19359,4019004418
19360,4019002506
19361,4019004633
19362,4019001801
19363,4019004307
19364,4013811100
19365,4019003600
19366,4019004614
19367,4019000200
19368,6037214503
19369,4019002504
19370,4019004026
19371,6037211804
19372,4019004621
19373,4019004110
19374,4019004036
19375,4019004042
19376,4019004628
19377,4019004718
19378,4019004322
19379,4019004635
19380,4019002602
19381,4013810800
19382,4019004011
19383,4019001900
19384,4013810700
19385,4019004613
19386,4019004038
19387,4019003302
19388,4019002505
19389,4019004632
19390,4019004033
19391,4019003902
19392,4019004615
19393,4019002701
19394,4019003702
19395,4019004722
19396,4013810600
19397,4019004058
19398,4019004047
19399,4013810500
19400,6037207502
19401,4019003802
19402,4019001302
19403,4019004112
19404,4013109002
19405,4019004622
19406,4019004616
19407,4019004617
19408,4019003903
19409,4019003704
19410,4019004008
19411,4019003901
19412,4019004720
19413,4013811000
19414,4019004630
19415,4019004631
19416,4019004506
19417,4019004723
19418,4019003002
19419,4013108502
19420,4019004713
19421,4019003801
19422,4019002000
19423,4027000100
19424,4007001300
19425,4007000700
19426,4007000800
19427,4007000500
19428,4013217800
19429,4019004312
19430,4019004414
19431,4013108501
19432,4019004643
19433,4019004711
19434,4019002100
19435,4027010907
19436,4013092719
19437,4012980000
19438,4012020202
19439,4025000604
19440,4025000203
19441,4025000402
19442,4012020201
19443,4012020502
19444,4012020501
19445,4012940200
19446,4012020602
19447,4012940300
19448,4007000301
19449,4007000200
19450,4007940400
19451,4007001000
19452,4025001701
19453,4025002002
19454,4025001703
19455,4025001603
19456,4025001601
19457,4025001602
19458,4025001402
19459,4027011110
19460,4007000900
19461,4007001200
19462,4007001100
19463,4007940200
19464,4025002100
19465,4025001401
19466,4025001702
19467,4025002003
19468,4025002001
19469,4025000607
19470,4027011104
19471,4025000609
19472,4027011700
19473,4027010914
19474,4013092312
19475,4025000606
19476,4025000401
19477,4025001001
19478,4025001002
19479,4027011403
19480,4025000608
19481,4025001801
19482,4025000202
19483,4025001300
19484,4025001200
19485,4025001102
19486,4025000801
19487,4027980004
19488,4027011108
19489,4013092311
19490,4027010910
19491,4027011405
19492,4025000900
19493,4025001500
19494,4027980005
19495,4013116713
19496,4027011406
19497,4027011115
19498,4027011106
19499,4027011111
19500,4027000908
19501,4027010911
19502,4027011504
19503,4027011503
19504,4027011107
19505,4027010905
19506,4013112508
19507,4013050603
19508,4027011112
19509,4027010913
19510,4013071801
19511,4027980003
19512,4027000404
19513,4013071802
19514,4027001001
19515,4027000502
19516,4013105601
19517,4027011800
19518,4027011114
19519,4027001004
19520,4027000501
19521,4013071909
19522,4027980006
19523,4027000403
19524,4027000907
19525,4027001100
19526,4027000902
19527,4027000800
19528,4013071910
19529,4027000600
19530,4027000302
19531,4027000200
19532,6037212501
19533,6037212102
19534,4027011000
19535,4027001200
19536,4027000901
19537,4027000903
19538,4013111202
19539,6037212101
19540,4027000700
19541,4027000301
19542,4027000402
19543,4021000803
19544,6037211922
19545,4021001701
19546,4013422641
19547,4021001403
19548,4021001406
19549,4021000318
19550,4021001303
19551,4021001405
19552,6037211803
19553,4021001304
19554,4021001305
19555,4013113700
19556,4021001408
19557,4021000310
19558,4013116400
19559,4021002001
19560,4021000313
19561,4021000902
19562,4021000901
19563,4021000604
19564,4021000308
19565,6037211202
19566,4021000307
19567,4021000309
19568,4021002002
19569,4021002003
19570,4021000802
19571,4013813600
19572,4021000311
19573,4021000315
19574,4013109603
19575,4021000316
19576,4013216832
19577,4021000319
19578,4013523005
19579,4021000215
19580,4013103501
19581,4021000801
19582,4013107102
19583,6037211703
19584,4021001100
19585,4021002101
19586,4021001500
19587,4021001301
19588,4021001000
19589,4021001709
19590,4021001710
19591,4021000204
19592,6037208301
19593,4021001711
19594,4021941300
19595,4021002300
19596,4021001708
19597,4021001705
19598,4021001702
19599,4021001707
19600,4021001704
19601,4013103304
19602,4021002102
19603,4013421400
19604,4021001407
19605,4021000214
19606,4013109604
19607,4021000213
19608,4021000211
19609,4021000212
19610,4013814700
19611,4021000209
19612,4021000206
19613,6037207301
19614,4021000210
19615,4021000208
19616,4013116709
19617,4021000603
19618,4005000400
19619,4013092900
19620,4005000300
19621,4023966402
19622,4005000200
19623,4013814500
19624,4005000100
19625,4005945200
19626,4005945000
19627,4013216835
19628,4005001101
19629,4005942202
19630,4011960300
19631,4011960200
19632,4011960100
19633,4023966105
19634,4023966103
19635,4023966301
19636,4013319706
19637,4013216834
19638,4023966200
19639,4023966302
19640,4013815900
19641,4005001102
19642,4005945100
19643,4005001302
19644,4005001301
19645,4005001700
19646,4023966401
19647,4013815800
19648,4013815700
19649,4005000800
19650,4005000600
19651,4013422643
19652,4013816500
19653,4005002100
19654,4005001000
19655,4013092723
19656,4005000700
19657,4005001200
19658,4005000900
19659,4013319705
19660,4005000500
19661,4013422644
19662,4013814600
19663,4013814300
19664,4013103305
19665,4013320100
19666,4013116733
19667,4013420215
19668,4013109701
19669,4013061016
19670,4013060904
19671,4013111204
19672,4013112402
19673,4013050611
19674,4013050609
19675,4013422308
19676,4013420708
19677,4013050607
19678,4013421201
19679,4013815600
19680,4013815500
19681,4013815400
19682,4013815300
19683,4013815200
19684,4013116732
19685,4013116730
19686,4013116613
19687,4013103216
19688,4013116612
19689,4013116611
19690,4013116610
19691,4013092720
19692,4013092718
19693,4013092717
19694,4013040502
19695,4013814400
19696,4013040506
19697,4013040507
19698,4013103611
19699,4013421202
19700,4013422102
19701,4013814100
19702,4013116715
19703,4013103205
19704,4013422404
19705,4013115300
19706,4013420206
19707,4013116711
19708,4013814900
19709,4013422640
19710,4013422638
19711,4013422637
19712,4013422105
19713,4013422636
19714,4013422634
19715,4013422632
19716,4013422631
19717,4013216831
19718,4013117300
19719,4013117100
19720,4013117000
19721,4013116731
19722,4013113501
19723,4013110901
19724,4013061009
19725,4013061100
19726,4013061200
19727,4013061300
19728,4013071503
19729,4013319401
19730,4013319404
19731,4013104219
19732,4013216820
19733,4013111601
19734,4013092309
19735,4013813100
19736,4013318400
19737,4013103900
19738,4013103209
19739,4013319300
19740,4013420302
19741,4013103502
19742,4013103214
19743,4013103206
19744,4013103604
19745,4013422623
19746,4013422621
19747,4013422620
19748,4013422002
19749,4013810400
19750,4013810300
19751,4013810200
19752,4013810100
19753,4013619900
19754,4013810000
19755,4013110802
19756,4013110502
19757,4013110501
19758,4013109102
19759,4013109101
19760,4013109003
19761,4013108301
19762,4013107602
19763,4013107601
19764,4013071504
19765,4013619800
19766,4013071505
19767,4013071506
19768,4013071600
19769,4013216818
19770,4013105002
19771,4013422616
19772,4013319402
19773,4013103207
19774,4013813900
19775,4013813700
19776,4013813500
19777,4013813400
19778,4013813300
19779,4013813200
19780,4013105004
19781,4013082002
19782,4013082007
19783,4013082008
19784,4013082009
19785,4009961201
19786,4013813000
19787,4013812900
19788,4013812800
19789,4013812700
19790,4013812600
19791,4013812400
19792,4013109702
19793,4013113802
20624,5051010300
19794,4013112514
19795,4013112513
19796,4013617600
19797,4013112512
19798,4013112511
19799,4009961300
19800,4009961500
19801,4013105003
19802,4013104702
19803,4013104701
19804,4013103702
19805,4013092713
19806,4013109500
19807,4009961400
19808,4009940500
19809,4009961700
19810,4009961100
19811,4009961600
19812,4013812300
19813,4013812100
19814,4013616100
19815,4013723308
19816,4013616900
19817,4013617900
19818,4013723307
19819,4013619100
19820,4013617300
19821,4013112510
19822,4013619000
19823,4013618800
19824,4013618700
19825,4013061401
19826,4013103701
19827,4013103219
19828,4013092801
19829,4013092721
19830,4013082211
19831,4013082210
19832,4013615200
19833,4013615100
19834,4013617500
19835,4013615000
19836,4013617700
19837,4013420504
19838,4013082209
19839,4013614900
19840,4013614500
19841,4013617800
19842,4013617400
19843,4013422210
19844,4013617000
19845,4013616800
19846,4013082207
19847,4013071510
19848,4013082206
19849,4013082205
19850,4013082026
19851,4013082204
19852,4013082203
19853,4013082027
19854,4013522901
19855,4013104205
19856,4013092306
19857,4013071911
19858,4013104212
19859,4013420401
19860,4013420216
19861,4013420114
19862,4013420113
19863,4013420112
19864,4013420111
19865,4013420109
19866,4013616700
19867,4013616600
19868,6077003310
19869,4013082025
19870,4013082024
19871,4013082023
19872,4013061035
19873,4013082022
19874,4013071515
19875,4013061402
19876,4013061034
19877,4013061047
19878,4013103614
19879,4013103615
19880,4013422504
19881,4013422509
19882,4013613700
19883,4013116727
19884,4013422610
19885,4013422609
19886,4013061039
19887,4013613600
19888,4013092401
19889,4013061033
19890,4013082208
19891,4013613500
19892,4013613400
19893,4013061046
19894,4013061041
19895,4013061032
19896,4013422607
19897,4013422514
19898,4013061045
19899,4013061044
19900,4013061042
19901,4013422508
19902,4013093104
19903,4013422402
19904,4013421601
19905,4013420902
19906,4013105602
19907,4003002001
19908,4003000303
19909,4003001501
19910,4003001502
19911,4003001401
19912,4013104221
19913,4003000301
19914,4013319800
19915,4003001602
19916,4013105200
19917,4013523103
19918,4013071517
19919,4013422615
19920,4013113201
19921,4013610400
19922,4013107500
19923,4013615700
19924,4013613200
19925,4013421304
19926,4013420107
19927,4013061030
19928,4013613100
19929,4013420108
19930,4013613000
19931,4013612900
19932,4013612300
19933,4013071912
19934,4013216853
19935,4013216852
19936,4013071913
19937,4013071702
19938,4013071516
19939,4013420503
19940,4013061029
19941,4013061028
19942,4013061027
19943,4013061026
19944,4013420110
19945,4013061037
19946,4013061036
19947,4013103215
19948,4013109400
19949,4013941100
19950,4003000901
19951,4013061022
19952,4013116717
19953,4003000902
19954,4003001703
19955,4003002002
19956,4003001702
19957,4013113203
19958,4013422218
19959,4003001800
19960,4003000800
19961,4013614800
19962,4003000700
19963,4003000600
19964,4003000100
19965,4003001900
19966,4013216850
19967,4013421101
19968,4013422219
19969,4013108400
19970,4013116204
19971,4013112700
19972,4013108602
19973,4013113000
19974,4013113202
19975,4013615400
19976,4013615300
19977,4013614700
19978,4013614400
19979,4013614300
19980,4013614200
19981,4013061021
19982,4013216848
19983,4013319910
19984,4013612200
19985,4013611400
19986,4013612000
19987,4013611900
19988,4013611600
19989,4013611500
19990,4013611300
19991,4013117200
19992,4013061024
19993,4013050702
19994,4013061019
19995,4013061012
19996,4013050701
19997,4013040531
19998,4013061025
19999,4013061023
20000,4013421902
20001,4013061020
20002,4013061018
20003,4013061017
20004,4013061015
20005,4013061014
20006,4013422302
20007,4013422001
20008,4013422107
20009,4013106400
20010,4013112201
20011,4015953800
20012,4013614100
20013,4013421302
20014,4015951601
20015,4013092307
20016,4013113400
20017,4013110701
20018,4015951501
20019,4013116702
20020,4015950705
20021,4013110600
20022,4013420603
20023,4015951401
20024,4013319600
20025,4013107300
20026,4013614000
20027,4013105300
20028,4013613900
20029,4013613800
20030,4013611100
20031,4013104000
20032,4013613300
20033,4013612800
20034,4013061011
20035,4013611000
20036,4013610800
20037,4013093101
20038,4013216847
20039,4015950401
20040,4013114000
20041,4013320002
20042,4013104202
20043,4013216846
20044,4013216845
20045,4013040530
20046,4013040515
20047,4013111203
20048,4001970200
20049,4001945100
20050,4013040514
20051,4013116900
20052,4013116800
20053,4013420209
20054,4001942600
20055,4013113801
20056,4013113502
20057,4013112509
20058,4013061013
20059,4013104501
20060,4001944100
20061,4001944000
20062,4001944300
20063,4013061010
20064,4013060903
20065,4013060902
20066,4013060901
20067,4013060802
20068,4013105702
20069,4013060801
20070,4013050610
20071,4013422627
20072,4013050608
20073,4013116725
20074,4013111300
20075,4013106300
20076,4013071511
20077,4013523002
20078,4013422104
20079,4013108100
20080,4013071512
20081,4013106600
20082,4015950703
20083,4015940501
20084,4013114301
20085,4015952004
20086,4015952003
20087,4015952001
20088,4015951602
20089,4013116714
20090,4013422212
20091,4013612700
20092,4013612600
20093,4013611800
20094,4013980400
20095,4013216840
20096,4013611700
20097,4013611200
20098,4013522904
20099,4013522903
20100,4013980100
20101,4013216844
20102,4013216842
20103,4013216841
20104,4013216839
20105,4013216838
20106,4013110902
20107,4013104302
20108,4013104301
20109,4013422639
20110,4013422635
20111,4013103208
20112,4013050606
20113,4013040526
20114,4013040529
20115,4013040525
20116,4013114401
20117,4013040528
20118,4013040527
20119,4013108901
20120,4013105400
20121,4013108802
20122,4013104600
20123,4015950706
20124,4015951402
20125,4015950704
20126,4015955000
20127,4015952002
20128,4015950402
20129,4015950100
20130,4015953300
20131,8005081300
20132,4013105101
20133,4015953100
20134,4013113900
20135,4013422217
20136,4015952900
20137,4015951900
20138,4013111900
20139,4013114100
20140,4015951800
20141,4013114200
20142,4013420706
20143,4015951700
20144,4015953200
20145,4015954900
20146,4013420207
20147,4013422626
20148,4013980500
20149,4013817500
20150,4013817100
20151,4013817000
20152,4013816900
20153,4013816800
20154,4013216837
20155,4013610600
20156,4013422106
20157,4013723303
20158,4013114402
20159,4013610300
20160,4013103608
20161,4013610200
20162,4013422633
20163,4013030402
20164,4013010102
20165,4013040524
20166,4013817600
20167,4013811200
20168,4013422630
20169,4013422629
20170,4013422628
20171,6077003308
20172,4013422625
20173,4013040513
20174,4013040523
20175,4013107800
20176,4013040522
20177,4013040512
20178,4013107700
20179,4013109300
20180,4013040520
20181,4013040519
20182,4013040517
20183,4013110400
20184,4013030401
20185,4013421602
20186,4013108601
20187,4013112900
20188,4013114500
20189,4013115600
20190,4013103302
20191,4013116710
20192,4013816600
20193,4013816400
20194,4013816300
20195,4013816200
20196,4013816100
20197,4013216833
20198,4013216830
20199,4013816000
20200,4013422646
20201,4013980600
20202,4013614600
20203,4013612500
20204,4013817400
20205,4013093200
20206,4013817200
20207,4013422222
20208,4013103400
20209,4013422221
20210,4013421702
20211,4013421701
20212,4013421303
20213,4013421002
20214,4013421001
20215,4013420402
20216,4013071514
20217,4013083000
20218,4013061043
20219,4013114900
20220,4013111000
20221,4013061031
20222,4013105502
20223,4013108200
20224,4013421802
20225,4013071906
20226,4013420304
20227,4013114800
20228,4013111800
20229,4013071509
20230,4013422213
20231,4013116202
20232,4013422617
20233,4013422215
20234,4013319101
20235,4013422507
20236,4013422513
20237,4013422501
20238,4013422503
20239,4013420202
20240,4013421801
20241,4013420301
20242,4013422403
20243,4013523003
20244,4013319908
20245,4013421502
20246,4013421102
20247,4013420501
20248,4013422103
20249,4013420212
20250,4013319403
20251,4013422204
20252,4013319902
20253,4013318800
20254,4013420105
20255,4013116203
20256,6037134103
20257,4013111100
20258,4013103609
20259,4013116718
20260,4013319903
20261,4013112602
20262,6037131300
20263,4013216813
20264,4013216826
20265,4013216902
20266,4013980700
20267,4013319704
20268,4013216819
20269,4013422512
20270,4013422502
20271,4013116704
20272,4013116728
20273,4013422309
20274,4013108000
20275,4013319000
20276,4013116000
20277,4013420211
20278,4013216806
20279,4013108902
20280,4013103605
20281,4013420303
20282,4013107101
20283,4013217400
20284,4013116205
20285,4013941200
20286,4013218100
20287,4013104206
20288,4013107900
20289,4013071903
20290,4013104802
20291,4013104801
20292,4013104223
20293,4013218300
20294,4013116720
20295,4013115500
20296,4013217201
20297,4013110002
20298,4013116708
20299,4013217001
20300,4013116703
20301,4013217700
20302,4013071513
20303,4013105900
20304,4013107202
20305,4013105701
20306,4013104224
20307,4001944902
20308,4001944202
20309,4001970501
20310,4001970502
20311,4001942700
20312,4001970300
20313,4013422307
20314,4013217900
20315,4013103217
20316,4013112301
20317,4013218000
20318,4013104218
20319,4013422606
20320,4013216810
20321,4013110001
20322,4013110100
20323,4013216807
20324,4013216809
20325,4013422205
20326,4013116721
20327,4013216901
20328,4013217101
20329,4013218200
20330,4013103211
20331,4013116729
20332,4013113300
20333,4013217300
20334,4013116712
20335,4013420210
20336,4013103210
20337,4013216816
20338,4013216822
20339,4013422506
20340,4013103306
20341,4013103606
20342,4013522800
20343,4013113601
20344,4013113602
20345,4013216821
20346,4013092600
20347,4013420104
20348,4013112401
20349,4013103612
20350,6053012502
20351,4013105103
20352,4013110702
20353,4013103607
20354,4013107201
20355,4013115200
20356,4013116719
20357,4013116707
20358,4013523006
20359,4013422401
20360,4013320001
20361,4013105102
20362,4013422301
20363,4013940700
20364,4013109900
20365,4013104203
20366,4013104227
20367,5069001401
20368,4013422618
20369,4013104204
20370,4013114600
20371,4013422510
20372,4013422511
20373,5085020205
20374,5131001002
20375,5107480100
20376,6053011302
20377,5085020206
20378,5143010401
20379,5143010101
20380,5035030600
20381,5085020700
20382,5143010402
20383,5025970200
20384,5025970100
20385,5085020204
20386,5085020201
20387,5085020302
20388,5085020600
20389,5143011200
20390,6053014202
20391,5143011300
20392,5085020101
20393,5085020800
20394,5101180100
20395,5101180200
20396,5131010201
20397,5131010202
20398,5143010701
20399,5131001305
20400,5143010510
20401,5143010501
20402,5143010102
20403,5143010506
20404,5143010105
20405,5143011102
20406,5143011101
20407,5143010504
20408,5143011103
20409,5143011004
20410,5143011002
20411,5107480500
20412,5107480400
20413,5107480300
20414,5143010104
20415,5131001001
20416,5143010107
20417,5143010200
20418,5143010702
20419,5131001301
20420,6067008133
20421,5143010302
20422,5131001202
20423,6067007904
20424,5143010403
20425,5131000800
20426,5131001201
20427,5131001101
20428,5143010106
20429,5131000700
20430,5143010507
20431,5131000600
20432,5131000502
20433,5131000501
20434,5131000400
20435,5131001303
20436,5143010301
20437,5143010600
20438,5143010509
20439,5143010508
20440,5131000100
20441,5015950200
20442,5015950400
20443,5015950100
20444,5023480501
20445,5023480201
20446,5023480502
20447,5023480202
20448,5023480100
20449,5023480400
20450,5023480300
20451,5109953500
20452,5109953400
20453,5109953300
20454,5131000300
20455,5131000200
20456,5131001304
20457,5131001102
20458,5131001302
20459,5131010102
20460,5131010302
20461,5131010301
20462,6067003900
20463,5111490400
20464,5031000602
20465,5111490300
20466,5111490600
20467,5111490500
20468,5111490200
20469,5013480200
20470,5013480100
20471,5027950500
20472,5027950400
20473,5027950200
20474,5027950300
20475,5027950100
20476,5081030101
20477,5081030102
20478,5081030300
20479,5081030200
20480,5053470400
20481,5053470200
20482,5053470100
20483,5053470300
20484,5121960301
20485,5121960302
20486,5121960100
20487,5121960200
20488,5005950200
20489,5005950100
20490,5005950400
20491,5005950300
20492,5005950800
20493,5005950900
20494,5005950600
20495,5005950500
20496,5005950700
20497,5105952700
20498,5105952900
20499,5105952800
20500,5021950500
20501,5119002500
20502,5119004006
20503,5119004303
20504,5021950400
20505,5021950100
20506,5021950300
20507,5021950200
20508,5015950300
20509,5015950500
20510,5123960500
20511,5123960400
20512,5123960300
20513,5123960600
20514,5123960200
20515,5123960100
20516,5017080300
20517,5017080400
20518,6019001303
20519,5017080200
20520,5091020200
20521,5091020100
20522,5091020600
20523,5091020500
20524,5119003712
20525,5091020400
20526,5091020900
20527,5091021000
20528,6019005524
20529,5119002104
20530,5119003711
20531,5119001501
20532,5119003305
20533,5119003205
20534,6083002211
20535,5119003713
20536,6083002206
20537,5119003208
20538,5119003706
20539,6083002205
20540,6099001400
20541,5119004900
20542,5035030301
20543,5035031000
20544,5119004800
20545,5119003306
20546,5119004220
20547,5119003002
